,Income_log,Customer Lifetime Value_log,Monthly Premium Auto_log,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Total Claim Amount
38,0.0,-1.0915037952251558,0.05675302644102588,CM61827,Oregon,No,Extended,Bachelor,1/25/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Small,648.0
39,0.39992113732378193,-1.4028541490470845,-0.9502772646562037,WC35801,Arizona,No,Basic,High School or Below,2/7/11,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,157.397849
40,0.0,-1.3256111866037166,-0.7592302734300848,QG25316,Nevada,No,Basic,High School or Below,1/18/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Call Center,Two-Door Car,Medsize,484.318536
41,0.2695293473680691,-1.2583906576106476,-0.7131747192489046,MB98372,Oregon,Yes,Basic,College,1/11/11,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,18.918935
42,0.654292738616473,-0.7196969964690065,0.3662120398372354,IL19217,California,Yes,Extended,Bachelor,1/28/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small,882.871945
43,-0.04163857995312804,1.0158620034664678,0.49481745031418434,SR38658,Arizona,No,Basic,High School or Below,2/8/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Sports Car,Medsize,494.4
44,1.580086377888044,-1.450960335260816,-1.2060679135141115,DH41343,Washington,No,Basic,College,2/23/11,Employed,M,Suburban,Married,Special Auto,Special L2,Offer2,Call Center,Four-Door Car,Large,292.8
45,-3.1278296037613003,1.0876831916097656,2.159696296692916,HG65722,Oregon,No,Premium,Doctor,1/25/11,Disabled,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,0.517753
46,0.0,-0.5265128860368962,-0.6229783045657968,BU27331,Arizona,No,Basic,Bachelor,1/31/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,579.165954
47,-1.3618749597775952,-0.20440688994426112,-0.7131747192489046,XM45289,Oregon,No,Basic,High School or Below,1/2/11,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Medsize,447.79344
48,0.0,-0.9705812525370898,0.12811550632180596,KP34198,California,No,Extended,Bachelor,2/7/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize,529.624084
49,0.0,-1.5474450800860169,-1.1532722440838328,SH90947,Arizona,No,Basic,High School or Below,1/18/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,313.023175
50,-1.2216063010898566,2.6990629706165192,0.526188342955524,WE95729,Oregon,No,Basic,College,1/17/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,593.830288
51,-0.6033532555991665,2.5577980097488187,0.5880352058479438,PY51963,California,Yes,Basic,Bachelor,1/11/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L1,Offer1,Web,SUV,Medsize,508.8
52,-0.43000700235647554,0.3623341700828024,-0.8059485201597161,RB69909,Nevada,No,Basic,High School or Below,2/21/11,Employed,F,Rural,Married,Special Auto,Special L1,Offer4,Branch,Four-Door Car,Medsize,173.956072
53,-0.8296439547118166,-0.3995352172457262,-1.0501885978540724,XR95069,Washington,No,Basic,Bachelor,2/16/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,307.2
54,-2.061252089948238,-0.5875300363402773,0.795667898005013,FR46645,California,No,Premium,Bachelor,1/17/11,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Small,831.625979
55,0.11807155013302126,0.1965393082539318,0.09263032109633532,SY17488,Arizona,No,Extended,College,2/5/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Small,436.8
56,0.8152516486230159,0.2908733928798332,-1.0501885978540724,AP67935,California,No,Basic,College,2/13/11,Employed,M,Urban,Married,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize,302.56519
57,0.0,-0.712328051999603,0.4311514471389438,FS37417,Arizona,No,Basic,High School or Below,2/23/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Small,484.8
58,-2.0274580139132854,-0.5159296149933587,1.0972810868911267,ML29312,Oregon,No,Extended,High School or Below,1/28/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,704.768111
59,-2.83109683868426,-0.6735204010630768,0.6487259846512903,UB61619,Oregon,No,Premium,Master,2/28/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,518.4
60,-1.9473010260361536,-0.5300808692392546,-0.9998486417362575,CD86811,Arizona,Yes,Basic,Bachelor,1/2/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,312.0
61,-2.8553472124166466,0.38648947020707947,0.557259031063356,RU83859,California,No,Premium,Bachelor,1/22/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Small,504.0
62,0.0,-0.9724652106873926,0.1979431896106101,FG63582,Oregon,No,Extended,Bachelor,1/15/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,863.327324
63,0.8726937698148189,2.0647867324027414,0.3988440947122803,NN71951,California,No,Basic,High School or Below,1/27/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,104.331355
64,0.0,0.07409921923872706,-1.1013213417013408,WB37082,Arizona,No,Basic,Bachelor,1/23/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Large,676.391482
65,-0.5733141350188466,-1.1725949263267903,-0.6229783045657968,SM52139,Washington,No,Basic,College,1/31/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,350.4
66,-1.4241279051247,0.4890850227042788,0.7668067112616934,FL82372,Oregon,No,Basic,College,1/26/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,537.6
67,0.705484149518947,0.939718936719813,0.2999472474248227,DP45816,Arizona,No,Extended,High School or Below,1/10/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Small,465.258644
68,0.0,0.12694461667668855,0.23230183964990667,GW33762,Oregon,Yes,Extended,Bachelor,1/27/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Large,456.0
69,-0.8264444450017621,0.9514009290029026,0.4631404953518499,RZ33670,California,No,Premium,College,1/9/11,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,500.254235
70,1.584129922544441,1.9591273332581145,0.795667898005013,PY70169,Oregon,No,Basic,High School or Below,2/24/11,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Agent,SUV,Medsize,281.451042
71,0.8295306110576987,-1.3474747069863757,-0.9998486417362575,MO91628,Oregon,No,Basic,Master,2/11/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Large,5.434505
72,-1.0541417928987802,-1.4458995134036918,-1.0501885978540724,HW87852,Oregon,No,Basic,Master,2/12/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,307.2
73,0.0,0.112359972428633,0.526188342955524,HB20453,Oregon,No,Basic,Bachelor,2/4/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Medsize,982.399613
74,1.1453897206492263,-0.36211846687016414,-0.9998486417362575,BN87372,Oregon,Yes,Basic,Bachelor,1/18/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,467.803638
75,-0.2617885335326599,0.4747849269861945,-0.6229783045657968,YX23800,Oregon,No,Basic,Bachelor,2/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,350.4
76,1.0350029850387232,-0.18294337635840285,-0.7131747192489046,DZ87709,Oregon,No,Basic,High School or Below,2/1/11,Employed,F,Rural,Single,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,29.03416
77,-1.5789618819732076,0.3673221803245537,-0.9014513501278933,XW13033,Nevada,No,Basic,College,2/15/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,321.6
78,-0.26511277964880653,0.8969382359608358,0.3662120398372354,LN31673,Washington,No,Extended,College,2/6/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,115.728852
79,0.6997798698410264,3.404137773093036,2.4137703913845674,OM82309,California,No,Basic,Bachelor,2/27/11,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer2,Branch,Luxury Car,Small,427.63121
80,0.0,0.3703323727361072,-0.4497712600338769,ZU35962,California,No,Extended,College,1/26/11,Unemployed,F,Rural,Single,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Large,25.807685
81,0.31129956645927026,-0.13229213621719985,-0.5788026281539241,VH85817,California,Yes,Basic,High School or Below,2/26/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,787.993313
82,-0.5286980901866974,-0.6514305403912871,0.4631404953518499,DT85712,California,No,Basic,Doctor,1/27/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,SUV,Medsize,489.6
83,-0.05009871786606402,-1.401981514605131,-1.1013213417013408,YJ88573,Nevada,No,Basic,Master,1/16/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Large,302.4
84,-1.1861306530354643,0.0601977045880322,0.05675302644102588,SQ19467,Oregon,No,Extended,College,1/27/11,Disabled,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,475.623251
85,-0.3861954142874647,0.30764303247624447,-0.9502772646562037,HF88410,Washington,No,Basic,High School or Below,2/28/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,320.849072
86,-1.3735183414563656,-0.0939432820529581,0.2663007066393683,ET79815,California,Yes,Extended,College,1/25/11,Retired,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,460.8
87,0.19172337661008035,-1.3075779185355716,-0.8059485201597161,QC35222,California,No,Basic,Bachelor,1/1/11,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer3,Web,Four-Door Car,Medsize,282.151207
88,-0.6336289166966337,-1.3009076515023612,-0.9014513501278933,CJ15590,Oregon,No,Basic,Bachelor,2/1/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,321.6
89,-1.6369669803927267,-0.0631660733294347,-0.49221450663326966,OI48267,California,Yes,Extended,College,2/19/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,364.8
90,-1.5237820853999142,1.1291637337181326,0.9636464999741817,JY67916,Oregon,No,Premium,College,1/27/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small,679.827592
91,1.0564442868979285,0.8047372902537332,-0.01621323817468328,OE75231,Washington,Yes,Extended,Bachelor,2/27/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize,631.743039
92,1.283893143025813,-1.3992014676678517,-1.1013213417013408,CZ33664,Oregon,No,Basic,Bachelor,1/17/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,11.879037
93,0.3830691157012597,-1.314084280246327,-0.9014513501278933,WK30175,Oregon,No,Basic,Bachelor,2/10/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Branch,Two-Door Car,Small,350.529033
94,0.0,-0.2612941219453969,-0.4497712600338769,ON44465,California,No,Extended,High School or Below,1/24/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,863.3947
95,0.9728211870087319,1.8397633425531699,-0.5788026281539241,TV87155,Oregon,No,Basic,Bachelor,2/24/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,492.127532
96,-1.9283526541334204,0.435739316642766,0.6786511930753909,KH48895,Arizona,No,Basic,Master,2/15/11,Medical Leave,F,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,132.588288
97,-1.8896658953853995,-0.4163754601452495,-1.1532722440838328,NZ30757,California,No,Basic,Bachelor,2/16/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,297.6
98,0.5720461581726496,-0.14139193443856626,-0.5788026281539241,RI22468,Arizona,No,Basic,Bachelor,1/22/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize,269.905129
99,-0.6396711475567298,-0.05833812640297395,-0.49221450663326966,FZ30935,Oregon,No,Extended,College,2/25/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small,380.036697
100,0.0,0.3659514852812798,0.6185223981989948,UG93476,California,Yes,Basic,College,1/11/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,513.6
101,0.0,-1.482464864048933,-0.7592302734300848,AB96670,California,Yes,Basic,College,1/31/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,425.266308
102,0.8492708246618093,-0.4288164555728067,-1.1532722440838328,XK64261,Oregon,No,Basic,Bachelor,1/12/11,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Offer3,Call Center,Two-Door Car,Medsize,49.011099
103,0.6702892398950016,-0.574604884612887,0.6185223981989948,EV68375,California,Yes,Premium,College,2/16/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,513.6
104,0.0,0.6129635578812157,1.250704689238702,UN51653,California,No,Extended,High School or Below,2/9/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize,936.0
105,-0.11185534767853669,0.15367891547293708,-0.01621323817468328,TO96662,Oregon,No,Extended,Bachelor,1/19/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small,142.062768
106,-0.6608568534696401,0.30578622528911603,-0.9998486417362575,MR52087,California,No,Basic,Bachelor,1/4/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,45.152521
107,0.0,0.4970767557357745,0.9086136209674459,DE75225,Oregon,No,Basic,High School or Below,1/9/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,561.6
108,-0.1791779324101903,-0.09342155437236561,-0.5788026281539241,EP80820,California,No,Basic,Bachelor,1/27/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,30.567357
109,1.2615340077775161,-1.4451346722455978,-1.1532722440838328,GU99037,Oregon,No,Basic,College,2/14/11,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Medsize,271.606799
110,0.5221253050185056,0.09425205155232108,-0.1288324628584094,WI57118,California,No,Extended,College,2/27/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Small,408.0
111,-0.4751031129492724,0.27810071202502423,0.33324868940250807,YQ74870,Washington,No,Extended,High School or Below,2/12/11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Small,470.4
112,-0.9792353216368749,0.4570501650690596,0.6786511930753909,MQ14219,Arizona,No,Basic,College,2/26/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,784.8
113,0.06659400537547605,0.3096492568942152,-0.9502772646562037,KN20603,Oregon,No,Basic,Bachelor,2/20/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,316.8
114,0.8298562393184586,2.053604158195512,-0.9014513501278933,CR48975,Washington,No,Basic,High School or Below,2/2/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,396.082036
115,0.0,0.22317412443786777,0.4631404953518499,JI70886,California,No,Basic,High School or Below,2/15/11,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Medsize,489.6
116,-1.5757235869228827,-0.4255635231844539,1.3247808024824979,VF72557,Oregon,Yes,Extended,High School or Below,2/18/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,638.4
117,-0.32507139560275833,0.1180460497469158,-0.09085703428204009,OX28638,Arizona,No,Extended,High School or Below,1/21/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,465.633954
118,1.5772719142195577,-1.4346778053661566,-1.1532722440838328,SK55033,California,No,Basic,Bachelor,1/15/11,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize,368.400146
119,1.1177366365084438,-1.084634754173695,-0.4078756835259948,OO88645,California,No,Extended,College,2/5/11,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize,236.902001
120,0.0,-1.1460765631687184,-0.20614235638929532,YT36855,Washington,No,Extended,College,2/24/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,Two-Door Car,Medsize,582.679087
121,0.12761164216160836,0.5292713561173648,0.7668067112616934,CW82151,California,No,Basic,Bachelor,1/5/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Sports Car,Medsize,64.109663
122,1.4850129702610984,-0.20855023247455667,-0.8533488091415857,DY22043,Oregon,No,Basic,High School or Below,1/28/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Small,326.4
123,-0.9445524304510516,1.330737014178465,2.5168540376143276,SH36774,California,No,Basic,High School or Below,1/12/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Web,Luxury SUV,Medsize,921.6
124,-0.5801356096792539,-1.4104810635158627,-1.1013213417013408,EM43724,Nevada,No,Basic,Bachelor,2/16/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,101.89645
125,-0.06453893875472116,2.4511408182764094,0.795667898005013,FH85960,Oregon,No,Premium,College,1/3/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,542.4
